PIB Municipal - preços de mercado (preços de 2010)
Sigla,Código,Município,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
MA,2101509,Barão de Grajaú,52150.2141590627,51546.2655545091,48322.3848077461,64786.5976544496,58905.4045113823,61017.6455211802,73399.1041903218,82887.4736910914,80646,88771.4639106001,95045.8836286037,103898.264832083,122423.949593227,130511.034298792,146520.525220469,128530.977682033,120623.867093203,114390.933362476,118301.094951208,125368.099636524,
MA,2101608,Barra do Corda,248338.93351595,239460.59758878,256707.89898477,261588.362574627,281222.298203247,271181.623105385,347642.229697976,338638.612624772,309790,352164.842790232,379517.281087377,394565.50863592,425809.732437118,377946.190110574,382328.075932593,397287.302443667,422960.631230911,399121.479199871,392430.004651686,415144.326123849,
MA,2101707,Barreirinhas,119706.608651912,118617.78105645,123445.768112637,138779.909503021,156079.164908705,177226.444386182,196484.727593744,202841.634059105,196705,221293.496425586,231283.16334576,252195.36243788,278484.64615588,267250.432312537,280353.368305509,280158.197242659,283881.456531012,270429.853092457,265125.5999008,296794.207273858,
MA,2101731,Belágua,13259.2985171315,15343.845747307,17393.3450724243,16618.553079515,19147.6617326984,18935.0547661797,24814.2836719411,20957.1470669619,20543,31358.4208437472,25025.9839904308,22446.8367744834,26253.3047040417,24578.7883223881,26749.4402461251,29119.9649883007,27146.2554153884,26403.915376506,30621.0687788613,28351.0739051056,
MA,2101772,Bela Vista do Maranhão,21343.4862377478,21447.5732365917,21604.2649149779,25602.0247988257,29412.1262736041,29964.962644941,33532.9339496636,32531.338434328,41186,38451.3859964692,39094.2800383648,41431.3792500992,46090.2660346884,41087.8611818983,47968.3198494168,48741.1232078069,49535.6501711168,46264.3030260146,45038.1852273239,50216.7941407075,
MA,2101806,Benedito Leite,18329.9289946005,21069.7704830763,22764.9238904986,19031.570933705,16951.2333507331,17659.387665407,22995.0485219411,18024.2957649736,18881,19366.9429876094,18285.6203723526,20427.6954761088,21136.0163640508,23617.307819375,22692.5538833217,24310.2876577122,25055.0638093751,23890.1129507301,31067.513892895,34152.5548958628,
MA,2101905,Bequimão,34615.7923142827,36832.1127095454,49271.3828427304,49733.3526441195,51053.7960430148,52244.0784386941,58005.8720712925,60610.8145965806,56247,64121.9559608828,59499.2534173914,60818.477083074,62429.8849954495,67783.003878251,70820.7385276448,72834.1798919366,75592.6822912981,68909.8758844126,70434.3685758694,64484.7589365312,
MA,2101939,Bernardo do Mearim,18816.2677155573,18787.8380553833,19585.7045208212,18741.3222010948,21431.6424669882,22521.2105390615,25223.6770291752,25691.9942520943,26190,28498.339359544,28264.8822294439,31105.754777442,33891.9843581582,31067.067237514,31605.0161993539,30084.9600455956,28901.8959740072,28730.0535174788,28647.4225300601,49073.5830893425,
MA,2101970,Boa Vista do Gurupi,17556.5405849778,27535.9766800018,21247.665317265,19157.4994880116,19006.3709077747,20889.6029802182,24562.3599490205,26647.2038628343,27914,29420.6187019323,30591.2099849536,30279.9594000926,34739.5790392379,37863.2667987547,35645.4085753812,37606.6589956711,36717.9515230017,33449.1922242494,31713.4344834117,31534.6996177677,
MA,2102002,Bom Jardim,91796.5219187767,103535.872756983,111963.377274351,127216.792513866,138208.68439806,139194.01146493,153590.324063962,150553.394913194,156660,165184.015352179,157135.742476671,174763.123442294,178267.087062688,167536.948961898,176983.650027634,185183.591755894,184332.3033883,178431.089616983,179170.139488101,192058.523014746,
MA,2102036,Bom Jesus das Selvas,59536.720239413,67545.0573259385,69546.3232811195,73811.242916109,75484.4629026613,84411.7200211937,110285.478837673,108467.7919047,123547,138821.966681611,152973.155275912,164504.326341214,167703.504962549,160882.70836223,160962.279411121,160297.489038629,169634.230546148,156052.404588769,173519.389746881,175396.303632376,
MA,2102077,Bom Lugar,33106.6893537387,36520.3050917673,38049.4201547987,36891.7902605819,40332.6811186689,42165.656649325,55645.8532598925,46714.1953220578,46840,49138.3786566164,52326.979682941,52269.3469048497,54035.083019221,54772.1564437547,55267.5433819291,52555.8214875637,52531.0142329364,52584.7687138897,54137.0110620381,55075.3244071866,
MA,2102101,Brejo,105412.461612242,128455.212406311,115311.285324897,100417.740181335,126077.805511141,121417.031704813,167939.793068089,153364.812076246,134500,155793.199065118,146687.793998249,175009.748265972,186906.061222936,151779.504227425,143727.966382461,167680.282549258,170826.520131654,143181.668744502,175684.595778654,153438.155553504,
MA,2102150,Brejo de Areia,26391.0689993292,27425.0367820953,29873.5073367912,23502.3338044623,33784.7566793596,34762.4983637818,54303.8568200711,34916.6518777196,38643,40167.6195275001,32720.8262023137,35132.103914981,32690.3031262359,36288.6881718517,39629.9751500128,31843.6130542612,33309.1510921411,35253.3539562938,33282.8526502392,33181.5957342298,
MA,2102200,Buriti,65705.7001420955,74225.7635325947,84359.3485825455,74975.8986439673,88550.3804354737,91904.5206201823,170818.402396281,112700.639033336,91132,116772.197098425,101698.154688293,103646.071060773,113765.058064495,105317.776268344,104156.988954378,114760.981629841,118367.535181143,107540.625098046,125798.312132149,129770.09237412,
MA,2102309,Buriti Bravo,54768.8294510645,57321.2978379183,62687.1699424569,61144.2322440895,63428.5188064139,60391.6111754235,68739.2128516886,73905.6843433387,70059,73082.5598620047,74562.2256343172,77848.3189400506,89863.4782023001,89175.6021742491,96815.261686712,94107.5173471411,99067.7867187007,97130.875982635,99734.0442512552,111431.568016066,
MA,2102325,Buriticupu,147728.533419526,161040.739443471,156019.709856483,174100.924232341,200996.726560315,227370.822561093,241142.473849938,242901.889107484,244982,284886.457328222,295287.966254337,307311.237146349,320422.509701624,324749.298085807,311650.708213079,303609.963616043,328013.153708488,307363.757575236,353046.263155888,349233.470918669,
MA,2102358,Buritirana,37014.0693906738,41655.6371365618,43104.7136843594,40096.4695809669,42089.5088567081,41315.5709437465,46991.293628307,46028.9598237744,44970,46323.5340971149,44046.2791943948,51086.3433151401,51626.5567931765,52016.6438466745,58280.2335049867,54716.5047769159,58113.5764228341,53904.0373986733,60079.5860373726,57182.4925108459,
MA,2102374,Cachoeira Grande,14499.4715643257,16695.7319753796,17716.3293233105,17692.1678682193,19848.5830444072,20407.0613913903,23577.0571653369,25135.7825264307,25260,27598.2168782341,28008.301962292,29744.544863526,34069.7653138938,33967.9677565905,35777.3604695897,34873.2202379435,32229.8830636106,31352.2966826769,30041.1123009382,28471.5101857312,
MA,2102408,Cajapió,20761.0222797159,20259.7723559722,21073.5989226578,21561.1790723257,23549.2238867001,22496.4920122269,20393.0716101204,24873.3980476576,27959,31456.2803135101,30169.5630792675,31222.7026777025,30240.4668025931,30128.9036653871,32372.6209685473,32596.2724838571,32348.1750558858,33398.6240037935,33215.3053989434,32990.6715529279,
MA,2102507,Cajari,32784.9807029352,33981.7985490347,36282.2446981225,35723.6449081521,37065.5544219516,40374.011500845,43332.0648144691,44808.1130341112,51233,59967.5445086832,60345.1130314352,60660.1598575514,61777.0379173333,61282.380705597,62408.8052718554,60549.3093971664,60386.8908486374,61382.5153349892,59451.0799725805,59803.1486326766,
MA,2102556,Campestre do Maranhão,50714.0937324169,49159.6490629148,48455.9251843087,68995.3279820431,65030.4533791475,60305.6253813854,63305.4307133313,57551.1079887392,57290,56506.4581677285,57940.1006606655,62209.9184269894,73897.1254805524,91768.5820472109,94430.6118293581,106257.765830114,96745.2815634364,110933.752690639,101190.531857322,99914.4985757728,
MA,2102606,Cândido Mendes,42684.2653377491,46113.4591948689,48743.8770298918,49064.7256165518,49467.2312931412,50024.3585259536,61150.6653289857,53878.8095192995,61637,60497.4627694749,62032.5559217369,69518.7644112949,75216.0978824414,71067.2621727799,79781.4140357916,74610.57852943,75936.4317936027,76082.135152412,75107.7940249025,68537.1130144812,
MA,2102705,Cantanhede,40435.1335036016,40953.7049202753,46003.6119988103,50576.3084269773,53676.2415888557,52137.7229584872,57543.959359896,61082.4561183421,62812,71075.5175293199,69593.1211271437,66834.5316529356,74127.2817386002,75369.2359212827,77240.705688172,73471.1867750336,72750.7464570829,73262.6759274358,71820.1426532363,71625.0432328478,
MA,2102754,Capinzal do Norte,28714.5188886631,32424.0642445536,35269.6861045797,38421.3188897031,40050.8767839053,38405.7105211852,38766.9126289513,43996.0222299747,49600,51743.6562384179,49414.7936507679,50124.5065027938,58974.5904034764,56745.1802719776,70867.6829515459,80207.7946290347,84066.3710448719,93048.3349844929,99429.553907523,132578.405026228,
MA,2102804,Carolina,109446.541394948,115675.079700318,120784.872264121,127308.790007158,115180.500065929,121519.395263175,162778.505838385,160879.633656313,144282,137099.270732765,165790.194887702,183258.155272098,191494.432777605,195572.815184207,154058.911561234,188550.977805541,188894.157941883,198225.738579899,260471.699829094,245512.625706379,
MA,2102903,Carutapera,47607.9295813921,48989.3694906814,50304.7986208509,48785.9684794497,55763.1911361695,58690.194345403,64620.8824115633,75015.9393278991,76066,83399.3483016336,91901.9200884368,102390.671151854,102260.933563679,99356.8714664973,105725.820850424,95034.5734738385,97199.124603106,93591.662419836,94046.8823198833,94313.7447193916,
MA,2103000,Caxias,712577.054947545,789372.793914185,1051578.08835262,1060306.35022606,1296108.65843249,1188922.06825987,1055793.5922769,1093249.86817584,1025086,1003886.75455022,1077423.30514833,1053971.0730889,1047261.13637859,995523.222106903,1059049.07483765,1045735.83270702,1060054.94944856,1017530.92266865,1008265.15498386,986336.260548089,
MA,2103109,Cedral,21291.644074967,21639.6724651479,22444.642404362,23345.3280288573,25902.3533314448,24163.213042139,26708.0567914204,29201.65771403,29268,32627.8243430304,35785.2498596635,37533.1159080836,39466.6344929876,37298.8599128918,36360.9938478195,38981.6392707134,39472.0467688938,38575.1241711323,37883.453718969,36691.9865493646,
MA,2103125,Central do Maranhão,13955.9732921304,14302.6431849355,15773.4617953452,17180.1280339193,20250.9237566424,21264.8600873698,20835.1019447184,22865.3978216752,21147,23453.0374514839,22904.0651810853,24890.809220743,26150.7671403602,24982.7198603871,27675.0066579047,26749.3937441913,28176.332714458,26307.2738885235,24809.3666029126,27244.2738223018,
MA,2103158,Centro do Guilherme,19614.288229054,22465.529139781,22606.4497750933,22242.707354132,23813.0368125502,26393.8253072573,28603.1318994085,27180.6466874473,34139,39043.1588277714,42120.2166556418,44067.0826076701,45455.8609644286,42667.2403533955,44411.962546856,43494.5362571116,47217.2442433076,48360.636698471,45717.3517305879,48436.3911395208,
MA,2103174,Centro Novo do Maranhão,32460.2153611605,41183.550622365,45293.2917346189,44794.3255963534,49910.6269051624,59536.8108506715,61762.9443325634,58696.0584415671,62407,78760.2555133441,80456.7296383515,78737.759433188,82213.7333434698,80498.9607162454,89733.6319028222,86200.9218269715,85703.7196112156,77431.7447694692,81531.1154528193,93737.237717172,
MA,2103208,Chapadinha,217391.595910212,248156.178549161,229078.921100921,238192.961453864,263457.017926376,268992.75009157,329016.24388579,330814.784530448,331086,356598.984613546,352172.666749451,368191.768217316,413455.80021428,378132.039765579,416506.154069012,401202.967232272,415978.475667064,413999.773396238,418511.687058305,417563.321496725,
MA,2103257,Cidelândia,43665.9133792688,50700.5523931811,53272.6243903587,58352.5383404958,63651.7860614237,62861.100853786,71471.0581722601,67671.3423890197,68517,69036.1631075624,78868.4977846818,78077.4413568874,94126.5327383831,88850.5367260122,85010.007843802,78442.4105197792,76251.4867037217,81292.3474667214,92338.6756601588,85700.2166182126,
MA,2103307,Codó,497299.608234078,641485.442503374,585258.948969711,609609.04400075,734209.310162987,699812.633956782,696632.650462066,623382.152229494,593908,596924.301502931,647719.779073611,618333.780107086,652746.015913133,603793.982674249,650629.414977658,583808.547462241,563099.749029909,580644.534563176,614960.73005563,769665.323207814,
MA,2103406,Coelho Neto,219349.857666916,255661.835608332,265404.498118281,272651.777120228,233819.249343182,175453.486849003,172115.00144053,182198.914673317,184328,191572.836896551,208869.166474934,202482.958059814,237572.158246951,240398.243228745,238954.09588171,206718.830215868,214903.75614437,203995.010664804,203738.869008272,216021.141593644,
MA,2103505,Colinas,112264.229148221,123764.490826493,118324.112359285,114329.44642856,128539.104344677,126668.603602274,152150.718045957,166240.083503644,155748,181809.046781337,192797.833808102,196954.584189678,212383.32623638,208530.170836082,190404.045806384,196781.889990496,224334.907310666,226141.643748037,242098.847476617,258262.533197573,
MA,2103554,Conceição do Lago-Açu,31846.9850201086,29003.4351536526,26740.063437334,35098.7158628026,35153.0063583617,38605.9824809982,48607.5919367048,52151.6257396073,52305,58086.0577221093,58874.0528330981,64544.898612462,65449.9482020118,65270.947471306,68534.4182068405,59479.6763216106,63949.7051110247,69002.5842885818,70377.3755825885,68728.9708103616,
MA,2103604,Coroatá,174116.291161949,173313.769949002,183270.541745304,178275.759459603,187237.415682324,185889.009715445,209621.339034365,221361.424480274,213302,232936.003719739,229209.994787173,231330.902354676,252694.604689191,242824.575625079,255046.517518182,243383.135128956,267348.68660075,249123.776207025,253084.246931509,249121.046052256,
MA,2103703,Cururupu,89665.054639437,91033.1197678122,86357.5663836977,89594.1963298558,100837.114364594,96702.7106901943,101941.26719084,113968.107858484,109156,114338.635189981,117203.300232277,125083.337186069,132578.119118955,125994.407627719,128362.54893235,132086.834548198,136929.42270167,129232.706066292,122447.335212393,123511.607047191,
MA,2103752,Davinópolis,42941.3275391676,43188.9225694168,41744.6574281384,39937.9016733401,40415.3378678491,44373.5450828617,49113.7164080256,46575.4134489877,55056,55740.2000554339,47972.8125493747,51488.8986724993,88828.5127213995,286723.498562934,455265.119840427,381751.310363984,278461.106627551,244874.921950495,81080.9763484804,88800.7506333887,
MA,2103802,Dom Pedro,78815.1486112963,85851.3593441067,83785.2900035069,84211.0577374726,119629.665696185,98957.9832613467,108311.497873823,114993.792639142,124434,139166.321230871,133749.306393341,127472.415719961,135217.539283361,141535.142063368,134726.690291481,136801.052634057,134386.144867753,131959.456887099,128775.140605274,122577.058854119,
MA,2103901,Duque Bacelar,23051.3975948985,24840.4282228325,25414.1803884739,22450.371661544,24681.4634625521,24670.6819932816,27172.0394202048,32763.364378367,30436,35063.2326565643,33169.8416698294,34880.7057076183,43461.9110749958,38442.0753184002,40974.8694563682,42003.291517335,45009.5174567856,42549.2244298522,41432.8506894068,40577.6904250536,
