ano,id_municipio_nascimento,total_observations,non_null_semana_gestacao,non_null_pre_natal_agr,gestacao_under_38,pre_natal_above_0
2008,5203939,40,0,40,0,40
2019,2205102,141,139,141,24,141
2019,2202307,107,107,107,23,104
2019,2614501,867,867,867,81,861
2019,2603009,238,238,238,39,237
2019,2613602,386,386,386,23,385
2019,2601607,52,50,52,8,50
2019,2201101,55,55,55,14,55
2019,2613305,29,27,29,6,29
2019,2608602,67,67,67,6,67
2019,2604809,50,50,50,8,50
2019,2511202,45,45,45,8,44
2019,2909307,330,309,330,36,328
2018,3523404,1505,1505,1505,307,1502
2018,3530607,7974,7974,7974,2111,7852
2018,3504107,2457,2413,2457,486,2420
2018,3514403,536,536,536,118,531
2018,3516705,516,516,516,45,513
2018,3520509,3341,3328,3341,772,3328
2018,3515707,2522,2503,2522,468,2461
2018,3549706,1086,1086,1086,232,1085
2018,3542206,473,473,473,76,463
2018,3557006,1222,1219,1222,219,1221
2018,3541000,2627,2627,2627,523,2599
2018,3530300,595,595,595,85,595
2018,3532900,81,78,81,13,81
2018,3553302,241,241,241,66,241
2018,3526001,460,460,460,86,459
2018,3514106,230,229,230,46,227
2018,3520905,41,38,41,6,39
2016,5219308,510,509,510,65,508
2016,5214838,158,158,158,18,154
2016,5215306,168,168,168,30,167
2016,3202306,480,480,480,59,477
2016,3200201,349,349,349,14,348
2016,3205200,5956,5956,5956,929,5884
2016,5213756,94,94,94,8,93
2016,3137700,238,157,238,26,233
2016,3502804,2717,2717,2717,993,2693
2010,2304251,330,0,329,0,326
2010,2307700,838,146,838,23,836
2010,3202405,1193,0,1192,0,1189
2010,5219209,20,0,19,0,19
2010,2311264,88,0,88,0,88
2010,2310902,84,0,84,0,84
2010,2308906,145,0,145,0,144
2010,5221858,596,1,596,1,593
2019,3518800,18438,18437,18438,3377,18046
2019,3554003,1971,1970,1971,392,1964
2019,3542602,1637,1632,1637,301,1631
2019,3553005,173,173,173,45,173
2019,3526001,539,539,539,90,536
2019,3503802,380,380,380,59,378
2019,3526209,23,22,23,11,22
2019,3162500,1432,1432,1432,336,1415
2019,3202306,766,766,766,66,762
2012,3557105,1855,1465,1855,383,1775
2012,3112604,117,85,117,16,116
2012,3117504,32,26,32,6,31
2012,5000856,85,47,85,6,85
2012,5007208,552,528,552,126,551
2012,3122702,15,15,15,4,15
2012,3169703,422,396,422,71,405
2012,3168705,1648,1578,1648,298,1632
2012,3121209,23,19,23,1,23
2012,3117108,77,77,77,7,77
2012,5000807,92,92,92,20,91
2012,5106216,77,76,77,15,75
2012,5003454,107,107,107,13,106
2012,5004502,158,136,158,28,158
2012,3169307,1254,1253,1254,327,1241
2012,3104908,236,232,236,47,235
2012,3122009,222,162,222,46,222
2012,3171709,59,54,59,15,59
2012,3107109,496,493,496,89,496
2012,3169356,427,381,427,78,414
2012,3139003,418,418,418,86,413
2012,3104106,49,46,49,4,49
2012,3526001,520,520,520,121,509
2012,3200607,1431,1304,1431,252,1424
2012,3142403,28,26,28,5,26
2020,1500701,718,718,718,78,717
2020,1504000,115,101,115,25,107
2020,1505205,437,384,436,105,384
2020,1500206,251,232,251,49,234
2020,2613503,363,353,363,53,358
2020,2614600,47,45,47,10,41
2020,1716505,225,225,225,33,224
2020,3546405,762,757,762,191,757
2011,2921500,853,461,853,83,806
2011,2923506,17,0,17,0,14
2011,2933505,299,243,299,41,281
2011,2932903,2410,1850,2410,433,2381
2011,2903508,141,132,141,30,137
2011,2904753,90,84,90,18,89
2011,2907608,142,132,142,20,137
2011,2916906,84,72,84,21,80
2011,2917003,536,411,536,68,519
2011,2924306,254,0,254,0,253
2011,2927705,27,12,27,3,25
2011,2928604,835,700,835,125,813
2011,2900405,53,51,53,8,52
2011,2913705,258,99,258,17,246
2011,2929701,285,129,285,18,263
2011,2910602,896,502,896,61,198
2011,2911907,348,317,348,62,340
2010,2103109,138,0,137,0,136
2010,2105005,549,1,549,0,541
2010,2106102,170,0,170,0,170
2010,2105104,382,0,382,0,371
2010,2110039,436,1,436,0,434
2010,5221502,28,0,28,0,28
2010,2110203,583,2,583,2,567
2010,2107704,194,1,193,0,192
2010,2104305,26,0,26,0,25
2010,2105476,100,0,100,0,68
2010,5208103,45,0,45,0,45
2010,5209606,15,0,15,0,14
2010,2109270,71,0,71,0,65
2010,2105948,60,0,59,0,59
2020,3303203,3310,3299,3310,1123,3296
2020,3525904,9300,9300,9300,2574,9293
2020,3300407,1760,1760,1760,351,1756
2020,3305208,1939,1855,1939,499,1876
2020,3202306,761,761,761,58,753
2020,3306156,127,117,127,37,125
2020,3554102,3656,3656,3656,956,3629
2021,2605202,173,147,173,18,165
2021,2603801,40,37,40,7,37
2021,2600401,233,233,233,17,233
2021,2605400,23,20,23,2,20
2021,2609907,1914,1908,1914,300,1913
2022,3549904,9831,9830,9831,2540,9811
2022,3541406,4927,4927,4927,1363,4919
2022,3520103,175,175,175,12,175
2022,3526407,523,521,523,97,522
2022,3519600,724,722,724,142,721
2022,3505906,612,612,612,86,596
2022,3533502,356,355,356,64,354
2020,3500501,299,296,299,49,295
2020,3522208,3078,3072,3078,611,3045
2020,3530300,644,644,644,69,644
2020,3523404,1371,1367,1371,259,1370
2020,3508405,441,441,441,59,438
2020,3522703,301,301,301,67,300
2020,3556404,473,469,473,81,471
2020,3550605,2003,1971,2003,415,1975
2020,3505500,1946,1945,1946,604,1936
2020,3547700,90,87,90,16,90
2020,3545605,29,29,29,5,29
2020,3520707,17,17,17,3,17
2020,5214101,60,60,60,7,60
2020,2304285,2880,2570,2880,351,2867
2021,3554102,3547,3546,3547,918,3514
2021,3515509,827,827,827,140,826
2021,3550100,295,295,295,39,294
2021,3537008,220,218,220,19,218
2021,3551603,281,281,281,47,281
2021,3553005,162,162,162,38,162
2021,3540200,274,272,274,36,266
2021,3507605,3378,3378,3378,786,3347
2021,3503406,48,48,48,13,48
2021,3548609,129,129,129,36,128
2011,3100906,509,358,509,51,500
2011,5102686,86,81,86,14,86
2011,5005152,45,6,45,3,45
2011,3141801,467,222,467,49,460
2011,3145307,494,333,494,60,488
2011,3113602,20,0,20,0,20
2011,3121605,1252,407,1252,75,1229
2011,3139201,427,281,427,53,420
2011,3110509,83,19,83,2,81
2011,3111507,171,86,171,19,170
2011,3108602,1341,813,1341,141,1332
2011,3105905,280,60,280,7,275
2011,3146008,433,254,433,54,427
2011,3133501,106,53,106,17,106
2011,5000203,245,38,245,6,244
2011,5001003,222,0,222,0,222
2011,3530508,838,0,838,0,834
2011,3151909,88,41,88,10,87
2019,4119152,1563,1524,1563,207,1552
2019,4215802,1151,1150,1151,218,1146
2019,4120903,255,255,255,30,253
2019,4114401,150,150,150,12,149
2019,4109609,404,380,404,61,399
2019,4108601,391,390,391,63,374
2019,4127403,170,170,170,23,167
2019,4203808,754,754,754,143,754
2019,4209300,3523,3523,3523,688,3522
2018,1500206,336,325,336,63,313
2018,1502509,180,171,180,35,174
2018,1507151,134,134,134,21,133
2018,1506583,50,49,50,3,50
2018,1504406,67,64,67,17,62
2018,1508407,966,938,966,169,964
2018,2503001,27,25,27,5,26
2018,3152105,1975,1955,1975,358,1967
2017,2403251,2686,2683,2686,540,2647
2017,2408300,89,81,89,15,85
2017,2414100,201,200,201,29,198
2017,2400208,895,861,895,94,882
2017,1505502,1927,1895,1927,54,1921
2008,4120903,416,0,415,0,413
2008,4109708,456,0,456,0,451
2008,4110953,109,0,108,0,108
2008,4123857,95,0,95,0,93
2008,4116802,82,0,80,0,78
2008,4310207,1212,0,1212,0,1206
2008,4122206,311,0,309,0,303
2008,3549904,9690,0,9680,0,9589
2013,3118304,1919,1881,1919,315,1915
2013,3105103,213,210,213,43,210
2013,3116803,152,142,152,20,147
2013,3107406,804,505,801,108,789
2013,3134400,615,609,615,111,612
2013,3139201,424,380,424,78,420
2013,5005251,90,90,90,15,90
2013,5006002,238,233,238,60,224
2013,3124104,97,85,97,13,93
2013,3161007,37,36,37,13,37
2013,5007703,129,128,129,20,128
2013,3104106,42,41,42,8,42
2013,5004106,131,129,131,35,130
2013,3129400,25,24,25,3,24
2013,3136900,125,120,125,14,124
2013,3151107,110,97,110,10,107
2013,3155702,16,15,16,2,15
2016,2602001,143,138,143,25,140
2016,2408904,391,391,391,93,391
2016,2408300,97,95,97,24,96
2016,2500304,26,26,26,7,21
2016,2600609,50,47,50,9,50
2016,2616308,92,54,92,10,89
2016,2516508,58,56,58,2,58
2017,2603801,45,45,45,9,44
2017,2603306,22,22,22,4,22
2017,2614204,176,160,176,20,166
2017,2602100,227,209,227,39,221
2017,2201606,15,15,15,6,15
2017,2910701,862,821,862,132,842
2019,2929008,925,873,925,147,921
2019,2905404,15,14,15,3,14
2019,2907103,333,332,333,46,328
2019,2904902,56,56,56,10,55
2019,2907608,113,109,113,14,108
2019,2915809,144,134,144,37,142
2019,2802106,1315,1309,1315,170,1296
2019,2931608,130,128,130,21,127
2019,2912806,40,40,40,8,40
2019,2925501,225,224,225,34,221
2019,2902807,538,536,538,85,535
2019,2924603,157,157,157,29,157
2019,2925808,330,309,330,51,327
2019,2915304,19,16,19,3,18
2019,3135100,2054,1975,2054,441,2043
2017,1500909,242,209,242,59,238
2017,1502939,563,556,563,101,559
2017,1508050,123,123,123,19,119
2017,1502152,1147,1137,1147,240,1144
2020,1300060,244,244,244,67,244
2020,2707701,269,269,269,64,261
2020,1200393,151,140,151,36,147
2020,2702355,80,80,80,24,80
2020,2701308,40,40,40,8,40
2020,2609154,97,96,97,10,96
2020,5211909,1385,1385,1385,259,1378
2020,2902906,214,208,214,26,208
2012,2605004,240,225,240,36,233
2012,2607802,20,16,20,8,18
2012,2603504,18,15,18,3,16
2012,3552502,3422,3418,3422,399,3363
2018,4208906,3635,3626,3635,756,3624
2018,4317400,773,773,773,169,773
2018,4203600,659,636,659,85,645
2018,4203105,29,26,29,2,27
2018,4110706,2239,2233,2239,493,2228
2018,4120606,447,447,447,59,446
2017,2110039,38,37,38,9,37
2017,2105609,129,126,129,16,129
2017,2106102,117,117,117,24,116
2017,2107704,259,255,259,45,255
2017,2103505,1007,1007,1007,139,1004
2017,2106375,67,62,67,8,66
2017,2108058,592,510,592,74,476
2017,2110401,211,207,211,17,206
2017,2110278,65,63,65,15,60
2017,2101905,206,186,206,40,200
2017,2111805,169,166,169,19,169
2017,2105906,21,11,21,4,13
2017,2103257,22,20,22,4,12
2021,1303502,406,406,406,82,396
2021,1304062,1937,1899,1937,514,1915
2021,1600303,11419,11419,11419,2450,11046
2021,1600402,89,88,89,25,70
2021,1302801,354,354,354,72,349
2021,1300839,180,180,180,42,175
2021,1300706,548,548,548,97,547
2022,2211001,18443,17756,18443,4549,17526
2022,2607901,3855,3665,3855,545,3734
2022,2205508,165,164,165,12,164
2022,2200509,86,86,86,3,85
2022,2202604,57,57,57,20,57
2022,2201507,61,61,61,13,61
2022,2608008,59,59,59,11,58
2022,2605103,386,376,386,49,384
2017,1713205,331,331,331,56,327
2017,1702208,17,15,17,4,16
2013,1503903,960,954,960,215,930
2013,1501204,481,481,481,95,467
2013,1702307,119,115,119,16,118
2013,2609006,248,243,248,27,243
2013,1502954,356,336,356,76,354
2013,2511202,103,97,103,20,97
2016,5102702,293,292,293,31,291
2016,5106174,31,27,31,3,29
2016,5108006,78,78,78,9,78
2016,5107875,305,305,305,44,304
2016,1508001,1372,279,1372,51,1347
2016,5105580,168,167,168,9,166
2016,5107354,41,36,41,2,41
2010,1504976,27,0,27,0,25
2010,1505700,138,0,138,0,131
2010,2402006,1102,0,1102,0,1086
2010,2403251,4090,54,4059,17,3994
2010,2500304,281,0,279,0,277
2010,2512903,130,0,129,0,128
2010,5106828,19,3,19,1,16
2021,1716604,54,51,54,11,52
2021,1709302,788,788,788,106,779
2011,2504801,121,119,121,24,118
2011,1506005,521,254,521,28,508
2011,1507508,51,16,51,3,51
2011,1504901,489,1,489,0,469
2011,1500347,93,32,93,6,91
2011,2508307,27,0,27,0,25
2015,5207501,49,48,49,11,49
2015,5002902,312,312,312,59,311
2015,5203203,28,28,28,9,26
2015,5201702,146,146,146,27,144
2015,5215207,15,15,15,3,14
2015,5206206,686,672,686,112,672
2015,5219506,19,19,19,2,19
2015,5218607,36,34,36,6,34
2015,5209804,58,54,58,11,57
2015,5210000,949,947,949,169,946
2015,5103106,53,53,53,7,53
2015,2923001,478,447,478,66,468
2010,3538006,3166,0,3165,0,3140
2010,3540705,619,0,619,0,614
2010,3519303,320,0,320,0,316
2010,3300407,2123,0,2123,0,2109
2010,3513405,1392,0,1391,0,1376
2010,3505906,645,0,645,0,638
2010,3551504,425,0,425,0,421
2010,3545605,74,0,74,0,74
2010,3513900,176,0,176,0,175
2010,3547700,137,0,137,0,136
2010,3527405,211,0,211,0,211
2010,3551009,2374,0,2373,0,2307
2010,3535804,121,0,121,0,119
2010,3544202,20,0,20,0,20
2010,5001904,277,0,277,0,271
2017,5106174,42,36,42,12,40
2017,5107180,137,137,137,26,136
2017,5100201,914,753,914,155,815
2017,5103254,406,398,406,59,400
2012,3532900,103,82,103,25,100
2012,3500709,352,295,352,51,331
2012,3510609,4830,4423,4830,1122,4774
2012,3531100,358,314,358,67,334
2012,3508702,100,51,100,12,100
2012,3536604,32,0,32,0,31
2012,3501707,256,226,256,47,253
2017,2922508,365,361,365,28,358
2017,2909901,76,76,76,11,76
2017,2917409,118,118,118,25,116
2017,2918357,240,240,240,36,236
2017,2923902,20,20,20,6,17
2017,2305308,143,136,143,24,140
2017,2302305,191,190,191,29,191
2017,2909505,33,29,33,9,33
2017,2902807,822,819,822,139,817
2017,2918100,37,32,37,13,34
2021,2400505,850,832,850,61,845
2021,2407104,1252,1239,1252,201,1240
2021,1100320,320,320,320,40,311
2015,5106422,470,446,470,85,461
2015,5104807,674,674,674,54,670
2015,5107040,1375,1338,1375,408,1369
2015,5005152,49,49,49,6,49
2015,5105101,563,562,563,101,562
2015,5107941,103,103,103,21,103
2015,5102637,529,528,529,103,523
2015,5101258,219,217,219,13,218
2015,5103908,15,14,15,1,15
2015,1501725,20,18,20,8,18
2015,1506161,256,254,254,33,252
2012,2907806,198,174,198,33,191
2012,2917607,776,718,776,123,747
2012,2911303,74,61,74,16,68
2012,2926905,28,19,28,2,27
2012,2902609,83,80,83,19,79
2012,2901155,107,82,107,9,102
2012,2918803,107,103,107,28,102
2012,2916856,50,47,50,13,48
2012,2917102,199,145,199,29,175
2012,2930204,300,280,300,68,291
2012,2929800,52,44,52,10,51
2012,2914604,3097,3079,3097,666,3045
2012,2907707,43,39,43,8,37
2012,2929057,275,270,275,54,270
2012,2909307,364,260,364,59,360
2012,2914406,688,643,688,121,663
2012,2930600,158,150,158,21,156
2021,4211900,56,55,56,9,54
2021,4304606,3344,3344,3344,990,3288
2021,4208302,25,25,25,7,22
2021,4303905,559,559,559,83,559
2021,4305405,18,18,18,2,18
2021,4210803,127,127,127,12,127
2021,4203600,604,595,604,66,600
2021,4207007,896,894,896,122,895
2016,2313609,253,239,253,34,251
2016,2312205,196,196,196,23,196
2016,2300200,1956,1952,1956,268,1947
2016,2307601,1698,1668,1698,327,1687
2013,2600807,62,60,62,14,59
2013,2602308,324,320,324,46,323
2013,2615102,44,42,44,11,42
2013,2613008,394,389,394,64,376
2013,2605905,69,69,69,14,69
2013,2603504,32,32,32,7,31
2013,4122206,20,19,20,5,18
2013,4118709,48,48,48,4,48
2013,4119400,211,211,211,38,209
2013,4125803,42,41,42,5,41
2013,4117701,338,337,338,54,335
2013,4107108,30,30,30,3,30
2015,3520103,127,107,126,16,119
2015,3529203,245,240,243,51,242
2015,3547304,46,46,46,15,43
2015,3526407,653,653,653,156,651
2015,3538907,106,105,106,34,102
2015,3550605,2407,2359,2397,435,2385
2015,3512209,262,253,261,69,257
2015,3501707,102,97,102,20,100
2015,3515400,241,241,241,61,240
2015,3545605,21,21,21,7,21
2015,3509304,90,90,89,44,87
2015,3507407,83,81,83,27,82
2020,2918001,4477,4278,4477,1144,4382
2012,4321006,130,38,130,9,126
2012,4216701,28,0,28,0,28
2012,4203105,45,25,45,4,44
2012,4202909,1794,1794,1794,272,1786
2012,4321956,121,120,121,19,120
2012,4306304,96,93,96,15,96
2020,5206206,708,707,708,58,705
2020,5213806,673,673,673,179,672
2020,2922003,625,604,625,125,617
2020,5219704,78,78,78,8,77
2020,3143104,730,730,730,75,722
2020,2917359,164,153,163,28,161
2020,2608057,57,50,57,9,51
2020,2611705,178,177,178,15,172
2020,2608305,58,57,58,9,56
2020,2205409,18,14,18,3,17
2020,2304707,519,519,519,65,518
2019,5000906,112,112,112,19,105
2019,5104609,148,148,148,30,148
2019,5007307,18,18,18,2,18
2019,5100359,37,35,37,6,37
2019,5107206,22,22,22,2,22
2019,5209101,574,573,574,177,570
2019,5218805,4036,4034,4036,843,4016
2019,5214838,169,169,169,39,165
2019,1716604,50,46,50,8,50
2018,4111258,59,58,59,1,58
2018,4101507,1425,1425,1425,260,1424
2018,4127858,81,80,81,10,73
2016,3556701,356,356,356,65,355
2016,3511102,2772,2772,2771,626,2747
2016,3554003,2151,2150,2151,479,2138
2016,3539004,112,108,112,16,111
2016,3141801,388,358,388,72,382
2016,3536703,354,321,353,80,352
2019,3162807,325,312,325,63,323
2019,3133501,64,63,64,9,63
2019,3129509,129,129,129,26,126
2019,3102704,27,27,27,6,27
2019,3133105,215,215,215,43,215
2019,3139805,31,28,31,11,31
2019,5206701,73,73,73,10,73
2019,3201209,4414,4414,4414,922,4414
2016,3142205,149,119,149,11,144
2016,3302502,1838,1838,1838,129,1796
2016,3304805,219,206,219,28,210
2016,2406502,60,58,60,7,58
2016,3306156,124,123,124,39,124
2017,5214507,103,103,103,5,103
2017,5209705,120,120,120,23,119
2017,5203500,137,105,137,14,131
2010,5003751,199,0,199,0,198
2010,3141801,527,0,527,0,527
2010,3169604,155,0,155,0,155
2010,3170909,131,0,130,0,125
2010,3115300,847,0,847,0,840
2010,3155702,84,0,84,0,83
2010,3134707,283,0,283,0,283
2010,3100203,195,0,192,0,192
2010,3108909,53,0,48,0,48
2010,3112802,35,0,35,0,35
2010,3129103,16,0,16,0,16
2010,3171709,73,0,73,0,73
2010,3114402,159,0,159,0,158
2010,5005202,75,0,75,0,75
2018,3301900,1207,1205,1207,84,1184
2018,3303955,199,198,199,32,199
2018,3306008,1871,1861,1871,343,1868
2018,3109006,143,139,143,24,137
2012,2307254,17,16,17,6,15
2012,2309003,180,161,180,36,176
2012,2300804,17,14,17,2,16
2020,4105904,474,474,474,39,472
2020,4107504,119,119,119,13,119
2020,4116901,151,151,151,34,150
2020,4112801,84,81,84,28,84
2020,4126256,1305,1305,1305,236,1289
2020,4128500,21,21,21,7,21
2020,4102505,62,60,62,3,62
2016,2919801,415,402,415,55,410
2016,2914000,680,670,680,105,670
2016,2929057,231,230,231,45,228
2016,2909901,181,172,181,33,180
2016,2916856,90,89,90,14,83
2016,2923209,128,125,128,19,126
2016,2911501,20,16,20,3,19
2018,5205307,35,35,35,7,34
2018,3159803,257,256,257,108,257
2018,5218300,702,698,702,129,698
2018,5222054,84,84,84,11,84
2018,3205069,685,673,685,89,681
2018,5212709,19,19,19,7,17
2018,5221502,39,39,39,3,39
2018,5203500,128,128,128,15,122
2018,2931350,3884,3813,3884,810,3797
2018,3109303,324,324,324,48,320
2018,3122009,110,110,110,12,110
2008,4304606,3705,0,3700,0,3522
2008,4320677,42,0,42,0,42
2008,2403103,1292,0,1289,0,1286
2008,4317103,1159,0,1157,0,1124
2008,2409100,99,0,99,0,99
2008,1400506,16,0,16,0,15
2008,3305000,124,0,124,0,123
2008,4319000,198,0,198,0,197
2008,4306809,331,0,331,0,331
2008,2401206,60,0,60,0,55
2008,3304508,63,0,63,0,62
2008,4322533,103,0,103,0,102
2008,4302907,91,0,91,0,90
2008,4314308,20,0,20,0,20
2008,1100320,306,0,306,0,304
2008,4310850,29,0,29,0,29
2008,3304409,71,0,71,0,71
2008,4311403,1045,0,1045,0,1038
2008,2411502,756,0,756,0,751
2008,2505105,384,0,384,0,383
2008,3555406,1008,0,1008,0,1002
2008,3169208,111,0,110,0,110
2008,2406205,28,0,27,0,27
2008,3205002,3205,0,3205,0,3144
2012,1716604,39,33,39,1,39
2011,2705002,144,133,144,18,141
2011,1303908,873,861,873,328,812
2011,2705705,119,0,116,0,113
2011,2704500,278,245,278,38,249
2011,1300839,103,92,103,26,95
2011,2704005,94,50,94,8,91
2011,2602100,362,310,362,55,339
2011,2200400,114,99,114,24,109
2011,2202703,60,53,60,19,56
2011,2609154,156,106,156,18,141
2011,2611507,210,157,210,34,201
2011,2604007,432,409,432,70,425
2011,2616001,254,227,254,33,250
2019,2500304,202,201,202,23,201
2019,2505105,16,16,16,6,16
2019,2500106,23,23,23,5,23
2019,2513901,149,149,149,18,147
2019,5213087,389,389,389,60,389
2009,2300309,909,0,907,0,898
2009,2906873,628,0,627,0,619
2009,2908309,198,0,183,0,183
2009,2305902,467,0,467,0,462
2009,2309607,937,0,937,0,932
2009,2924801,258,0,258,0,252
2009,2930006,73,0,72,0,72
2009,2932101,334,0,334,0,329
2009,2933455,114,0,112,0,110
2009,2925303,2717,0,2715,0,2623
2009,2914901,178,0,174,0,159
2009,2922904,232,0,232,0,224
2009,2902500,104,0,104,0,101
2009,2902054,44,0,39,0,37
2009,2917334,59,0,59,0,57
2009,2311009,99,0,99,0,98
2009,2311355,112,0,112,0,112
2009,3205036,88,0,87,0,86
2009,2301950,37,0,36,0,36
2009,3101706,582,0,576,0,560
2009,3139508,435,0,432,0,429
2009,3301702,12207,0,12207,0,11805
2009,3104205,474,0,473,0,469
2009,5211206,371,0,371,0,369
2009,2111789,17,0,17,0,15
2009,2108603,2307,0,2307,0,2087
2009,2105963,65,0,65,0,64
2009,5220603,252,0,252,0,251
2009,2110203,616,0,612,0,582
2009,3147006,992,0,991,0,982
2009,2102705,294,0,294,0,294
2009,2105153,322,0,319,0,319
2009,1709302,593,0,589,0,587
2009,1708205,248,0,247,0,246
2009,2104073,103,0,103,0,103
2009,2106755,382,0,381,0,374
2009,5205471,67,0,67,0,67
2009,5213004,158,0,158,0,156
2009,2205854,21,0,19,0,19
2015,2912004,225,221,225,31,221
2015,2913002,286,265,286,60,280
2015,2915700,27,21,27,4,25
2015,2916302,28,22,28,4,26
2015,2917300,302,292,302,56,284
2015,2929503,174,145,174,23,166
2015,2929057,225,224,225,36,223
2015,2912806,54,54,54,16,54
2020,2924801,68,64,68,17,64
2020,2933208,374,365,374,54,358
2020,2907509,292,291,292,53,289
2020,2302602,1488,1488,1487,264,1483
2020,2904753,78,77,78,25,74
2020,2911303,59,57,59,9,53
2020,2914208,31,31,31,7,30
2020,2308401,36,35,36,6,35
2020,2917409,94,94,94,12,94
2020,2928307,26,25,26,5,26
2020,2306801,20,20,20,1,20
2020,2905206,647,641,647,100,639
2020,2925204,554,554,554,109,552
2020,2902500,39,6,36,3,36
2020,2909406,16,16,16,6,16
2022,1504059,295,286,295,59,293
2022,1508159,787,766,787,188,784
2022,2512507,843,843,843,119,838
2022,1506609,21,19,21,10,18
2022,2511400,322,321,322,24,322
2022,2501807,614,600,614,70,583
2019,3301702,11493,11492,11493,2127,10979
2019,3301603,92,70,92,7,89
2019,2404507,243,241,243,28,242
2019,2400109,22,22,22,2,22
2019,3204807,222,222,222,43,222
2022,4300109,32,32,32,6,32
2022,4304200,307,307,307,76,305
2022,4203006,1373,1373,1373,181,1369
2022,4203808,866,866,866,179,860
2022,4216909,310,310,310,39,309
2022,4315701,351,351,351,85,349
2022,4205704,16,16,16,1,16
2010,4209300,3058,0,3057,0,3018
2010,4318200,221,0,221,0,218
2010,4311106,123,1,123,0,123
2010,4316402,460,0,460,0,455
2010,4208500,612,0,612,0,604
2010,4303707,31,0,31,0,31
2010,4322707,181,0,181,0,181
2010,4307906,609,0,609,0,605
2010,4311007,305,0,305,0,304
2010,4207601,56,0,56,0,56
