ano,id_municipio_nascimento,total_observations,non_null_semana_gestacao,non_null_pre_natal_agr,gestacao_under_38,pre_natal_above_0
2008,2913804,4,0,4,0,4
2016,3167806,4,4,4,1,4
2016,3128204,4,4,4,2,4
2023,3204104,4,4,4,2,4
2023,2921609,4,4,4,1,4
2014,1700251,4,4,4,0,3
2012,2801108,4,4,4,1,4
2013,2101350,4,4,4,2,4
2013,2105450,4,3,4,1,4
2020,2409902,4,3,4,3,3
2020,1100601,4,4,4,4,4
2021,2102374,4,2,4,1,3
2019,2309706,4,1,4,0,4
2018,2402204,4,4,4,1,3
2018,2401453,4,3,4,1,2
2013,4320263,4,4,4,1,4
2015,4315206,4,4,4,1,4
2013,2801108,4,4,4,2,4
2018,2611200,4,3,4,1,4
2018,2203453,4,3,4,0,4
2018,2101806,4,4,4,2,4
2018,2100402,4,4,4,2,4
2017,3120508,4,4,4,2,3
2017,3126703,4,4,4,3,4
2011,3304128,4,0,4,0,4
2021,2919009,4,4,4,1,4
2018,2304277,4,4,4,3,4
2015,2408508,4,4,4,2,4
2021,2305266,4,4,4,3,2
2016,3204351,4,4,4,1,4
2016,5220686,4,4,4,2,4
2020,1506351,4,4,4,1,2
2020,1712702,4,4,4,2,4
2020,3556453,4,3,4,1,1
2021,3524600,4,4,4,1,3
2021,3504909,4,4,4,4,4
2011,5103361,4,3,4,0,3
2011,3143450,4,0,4,0,4
2016,2601508,4,4,4,1,4
2021,3521002,4,4,4,0,3
2020,1200252,4,3,4,1,4
2018,4311502,4,4,4,0,4
2022,2206100,4,4,4,1,4
2017,5107354,4,4,4,0,4
2016,3504602,4,4,4,0,2
2008,2414803,5,0,4,0,2
2011,2202026,4,3,4,0,4
2015,2902658,4,3,4,1,3
2020,2907558,4,4,4,1,4
2020,2302057,4,4,4,2,4
2009,1702158,4,0,4,0,4
2018,1714880,4,4,4,0,4
2018,1717800,4,4,4,2,4
2018,5004908,4,4,4,1,4
2018,3164308,4,2,4,0,3
2015,2311108,4,4,4,0,4
2019,4314472,4,4,4,1,4
2017,4202057,4,4,4,2,3
2017,4209854,4,3,4,0,4
2017,4211207,4,4,4,2,3
2008,2906402,4,0,4,0,4
2008,3525201,4,0,4,0,4
2016,3124005,4,4,4,1,4
2023,2203503,4,4,4,1,4
2023,3536109,4,4,4,3,4
2023,2923803,4,4,4,1,3
2014,2800506,4,3,4,1,4
2013,3201704,4,4,4,2,4
2009,2800506,4,0,4,0,4
2020,2803401,4,4,4,0,4
2020,2805901,4,4,4,2,4
2017,2804904,4,4,4,1,4
2010,1715705,4,0,4,0,3
2011,4205803,4,4,4,0,4
2022,5101852,4,3,4,0,4
2021,5105309,4,4,4,1,4
2020,4200408,4,1,4,0,3
2020,4322533,4,4,4,1,4
2022,4103107,4,4,4,0,4
2013,2929750,4,3,4,2,3
2011,4304002,4,0,4,0,4
2018,2206696,4,4,4,2,4
2010,2905156,4,0,4,0,4
2011,3301801,4,0,4,0,4
2011,2406908,4,4,4,1,4
2012,3152170,4,2,4,1,3
2011,2917904,4,1,4,1,3
2020,3304755,4,2,4,2,4
2020,3536604,4,4,4,2,4
2011,5001508,4,0,4,0,4
2019,4110102,4,3,4,1,3
2018,2505709,4,4,4,0,3
2022,2206001,4,4,4,2,4
2016,1504109,4,4,4,0,4
2022,1718501,4,4,4,1,4
2021,1720655,4,4,4,1,4
2017,2902658,4,2,4,0,3
2021,2405603,4,4,4,3,4
2015,3556453,4,4,4,0,4
2012,4205704,4,1,4,0,4
2020,2606705,4,4,4,1,4
2019,5007976,4,4,4,0,4
2018,5004809,4,4,4,0,2
2019,3108552,4,4,4,2,1
2017,5220504,4,4,4,1,4
2010,3117009,4,0,4,0,4
2010,3107604,4,0,4,0,4
2012,3521002,4,3,4,0,4
2011,2202539,4,4,4,1,4
2019,2509909,4,3,4,2,4
2010,4314027,4,1,4,0,4
2009,2206902,4,0,4,0,3
2009,2207850,4,0,4,0,4
2015,2304350,4,4,4,1,4
2022,3162922,4,4,4,3,4
2021,2206696,4,4,4,3,3
2022,2910008,4,4,4,1,3
2015,1711951,4,3,4,1,2
2008,2509008,4,0,4,0,4
2009,5108907,4,0,4,0,4
2013,2406908,4,4,4,2,3
2017,4321105,4,3,4,1,4
2008,2901700,6,0,4,0,4
2023,4214508,4,4,4,1,4
2023,2409902,4,3,4,0,1
2023,4111902,4,3,4,2,2
2023,1508035,4,4,4,1,4
2014,2612802,5,5,5,0,5
2014,5100359,5,0,5,0,5
2020,5005202,5,5,5,2,4
2012,2506707,5,2,5,1,5
2012,4128534,5,5,5,2,5
2010,2201408,5,0,5,0,4
2016,4121505,5,5,5,2,4
2013,2901700,5,3,5,0,4
2013,2304954,5,0,5,0,5
2010,4100301,5,0,5,0,5
2010,4106456,5,0,5,0,5
2013,4201109,5,0,5,0,5
2018,2206100,5,5,5,3,5
2020,2106326,5,4,5,2,4
2015,3113909,5,5,5,1,5
2015,3130101,5,5,5,3,5
2021,5204250,5,5,5,2,4
2021,5200100,5,5,5,1,5
2021,3202702,5,5,5,2,5
2009,2704807,5,0,5,0,5
2019,2605806,5,4,5,1,4
2012,5106240,5,5,5,5,5
2020,2511509,5,5,5,4,4
2011,2907004,5,1,5,0,1
2013,2602506,5,0,5,0,5
2012,3544202,5,0,5,0,5
2012,3556503,5,0,5,0,3
2020,2606309,5,5,5,0,5
2008,3304128,7,0,5,0,5
2012,1717008,5,5,5,1,5
2009,2209609,5,0,5,0,5
2015,4107751,5,4,5,1,5
2009,3114600,5,0,5,0,5
2009,5106315,5,0,5,0,5
2008,2907400,5,0,5,0,5
2009,3547007,6,0,5,0,5
2023,2602209,5,5,5,1,5
2014,5209606,5,5,5,2,5
2014,2931004,5,4,5,1,4
2014,3144508,5,5,5,1,5
2014,3113909,5,5,5,1,5
2013,2700201,5,0,5,0,4
2011,1708304,5,2,5,0,5
2013,2104552,5,4,5,1,4
2011,2804607,5,5,5,0,5
2011,4210704,5,0,5,0,4
2019,1100700,5,5,5,1,5
2018,2414001,5,2,5,0,5
2015,2602704,5,4,5,3,5
2022,4114104,5,4,5,2,2
2022,3201605,5,5,5,0,5
2010,4126207,5,0,5,0,4
2013,2807501,5,4,5,2,5
2013,2800209,5,4,5,1,3
2016,2111631,5,4,5,2,4
2020,2101970,5,5,5,2,5
2017,3510302,5,5,5,0,5
2015,3108552,5,5,5,4,4
2021,2901700,5,4,5,1,4
2018,3539202,5,5,5,1,5
2018,3510807,5,5,5,2,5
2012,5001508,5,0,5,0,5
2020,2612802,5,5,5,1,5
2011,2928307,5,3,5,2,5
2021,2516706,5,5,5,1,5
2018,4103057,5,5,5,1,5
2017,1700707,5,5,5,1,4
2015,5219209,5,5,5,1,5
2017,5106778,5,5,5,2,5
2021,4321709,5,5,5,1,5
2020,5211404,5,5,5,1,5
2019,5007505,5,5,5,3,4
2010,3125952,5,0,5,0,5
2008,4320453,5,0,5,0,5
2008,4301750,5,0,5,0,4
2011,2210904,5,3,5,2,5
2019,1503408,5,5,5,2,5
2019,2412302,5,5,5,2,5
2018,1705607,5,5,5,1,5
2011,3523503,5,0,5,0,5
2015,2310605,5,5,5,1,5
2021,4119103,5,5,5,2,5
2022,2928059,5,5,5,2,4
2015,1717909,5,5,5,2,4
2008,2515906,5,0,5,0,5
2008,2501153,5,0,5,0,5
2008,3160454,5,0,5,0,5
2009,3171030,5,0,5,0,3
2009,3132008,5,0,5,0,5
2017,4213708,5,2,5,2,5
2017,4315503,5,5,5,1,5
2017,4203402,5,1,5,1,5
2008,2901957,5,0,5,0,4
2009,1722081,5,0,5,0,5
2009,1706100,5,0,5,0,5
2023,5007307,5,5,5,0,5
2014,1703073,5,5,5,1,5
2020,2802304,5,5,5,1,5
2017,2803302,5,5,5,1,5
2010,1700707,5,0,5,0,5
2020,2401206,5,5,5,1,4
2012,2206696,5,5,5,2,5
2015,2604908,5,5,5,1,5
2013,2918605,5,0,5,0,5
2013,2901403,5,3,5,1,5
2015,3111309,5,3,5,2,4
2017,2700508,5,4,5,1,3
2018,2307205,5,5,5,0,5
2008,5212907,5,0,5,0,5
2018,3501707,5,5,5,2,5
2018,3537107,5,4,5,1,2
2012,3164506,5,0,5,0,4
2021,2505402,5,4,5,0,5
2021,2509206,5,5,5,0,5
2022,3550803,5,5,5,1,5
2021,3543006,5,5,5,3,5
2016,2608453,5,4,5,2,4
2017,2610301,5,4,5,4,5
2019,2910008,5,5,5,2,5
2018,4301909,5,5,5,1,4
2022,2209906,5,5,5,2,5
2017,2906899,5,3,5,1,4
2015,5103700,5,5,5,0,5
2015,2506707,5,4,5,1,5
2020,2201309,5,5,5,1,5
2018,4127007,5,5,5,2,5
2010,3163003,5,0,5,0,5
2020,4117800,5,5,5,3,5
2011,2601052,5,0,5,0,4
2019,2500601,5,5,5,0,5
2016,1719004,5,3,5,1,5
2020,2310605,5,5,5,4,5
2022,4319802,5,4,5,1,5
2022,2108405,5,4,5,1,4
2017,4208302,5,5,5,0,4
2009,1718865,5,0,5,0,5
2023,4202107,5,5,5,1,5
2023,2111789,5,5,5,0,4
2014,2101251,5,0,5,0,5
2014,2506707,5,5,5,1,5
2014,1505007,5,5,5,0,5
2013,2111763,5,5,5,1,5
2016,2210102,5,5,5,3,5
2013,3502903,5,4,5,1,2
2013,3509254,5,4,5,0,4
2021,1508035,5,5,5,3,5
2012,4125704,5,5,5,0,5
2013,2305357,5,5,5,2,5
2013,4307203,5,3,5,1,5
2010,4106100,5,0,5,0,5
2015,4314027,5,5,5,0,4
2013,4205803,5,5,5,3,4
2021,2901403,5,4,5,1,5
2019,2206407,5,5,5,3,5
2019,2612000,5,3,5,0,5
2012,3140852,5,0,5,0,5
2011,2913804,5,1,5,0,1
2021,2610301,5,4,5,1,5
2011,3115458,5,3,5,2,5
2017,1100064,5,5,5,2,5
2016,2510105,5,4,5,1,4
2017,2201739,5,5,5,0,5
2010,2516805,5,0,5,0,4
2021,2414001,5,3,5,0,5
2015,1504752,5,5,5,1,5
2012,2904852,5,5,5,2,5
2020,2605608,5,4,5,1,5
2016,3502903,6,4,5,2,3
2016,2410306,5,1,5,1,5
2010,3162203,5,0,5,0,5
2016,2924678,5,5,5,1,4
2009,2106326,5,0,5,0,4
2015,2910008,5,5,5,1,5
2020,2912608,5,3,5,1,4
2022,4317608,5,5,5,2,4
2022,4201109,5,5,5,2,5
2010,2803302,5,0,5,0,5
2010,4211058,6,0,5,0,5
2009,2209856,5,0,5,0,5
2011,3506607,5,0,5,0,3
2022,3305406,5,5,5,0,5
2009,2404408,5,0,5,0,5
2015,1703073,5,5,5,2,5
2008,2507408,5,0,5,0,5
2009,3156700,6,0,5,0,4
2018,2904852,5,5,5,2,4
2017,4311502,5,5,5,2,5
2017,4207601,5,3,5,0,5
2020,3109105,5,5,5,0,5
2008,3535606,5,0,5,0,3
2023,2607406,5,5,5,2,5
2023,1100403,5,5,5,1,5
2023,2705002,5,5,5,3,5
2014,3167400,5,5,5,2,4
2014,4125704,5,4,5,1,3
2014,4113452,5,5,5,2,5
2014,1707702,5,1,5,0,5
2012,2807600,5,2,5,2,3
2018,5107743,5,2,5,0,5
2011,4217105,5,0,5,0,5
2019,1101104,5,5,5,1,4
2022,5108055,5,5,5,2,4
2012,4124053,5,4,5,1,5
2020,4203303,5,4,5,1,3
2022,4105300,5,5,5,0,5
2015,4207601,5,5,5,1,5
2017,3502309,5,5,5,1,5
2017,3543006,5,5,5,1,4
2018,2104552,5,5,5,2,5
2021,5211404,5,5,5,4,5
2015,2401453,5,2,5,2,5
2019,2204105,5,5,5,2,5
2011,3170750,5,2,5,1,5
2019,4106704,5,4,5,1,5
2013,3102100,5,0,5,0,3
2019,2927606,5,3,5,3,4
2017,2502805,5,5,5,2,5
2016,1506351,5,3,5,1,3
2012,2924058,5,2,5,1,5
2013,2203305,5,5,5,1,5
2020,4112900,5,5,5,1,5
2008,2408953,5,0,5,0,5
2012,3550209,5,1,5,0,4
2013,1715101,5,5,5,2,5
2020,2908309,5,4,5,0,3
2022,1101757,5,5,5,2,5
2022,2300101,5,4,5,2,4
2015,1715754,5,0,5,0,5
2015,1713601,5,1,5,1,5
2018,2903706,5,1,5,1,2
2009,4120853,5,0,5,0,5
2008,2301802,5,0,5,0,5
2023,2800605,5,5,5,1,4
2023,2308351,5,5,5,0,5
2023,2604007,5,5,5,1,5
2023,2612455,5,5,5,2,5
2023,3152600,5,5,5,0,5
2023,2201309,5,3,5,1,4
2023,5200050,5,5,5,1,5
2023,2919058,5,5,5,0,5
2023,2600906,5,5,5,2,4
2014,4104253,5,4,5,1,3
2009,2802304,5,0,5,0,4
2012,2805901,5,4,5,0,4
2008,2802304,6,0,5,0,4
2018,5105200,5,5,5,2,5
2016,4208104,5,5,5,3,3
2010,2201309,5,0,5,0,5
2010,2204006,5,0,5,0,5
2019,2206720,5,5,5,1,5
2010,2908804,5,0,5,0,2
2018,2102358,5,4,5,1,3
2017,3117836,5,5,5,2,5
2017,3141108,5,4,5,0,4
2017,4105300,5,5,5,0,5
2021,2302909,5,4,5,1,4
2019,3556453,5,5,5,2,5
2020,1701002,5,5,5,0,4
2020,3523305,5,4,5,1,5
2020,3502309,5,5,5,3,5
2008,4113254,5,0,5,0,4
2016,2601052,5,3,5,1,5
2022,2206720,5,5,5,0,4
2021,1707405,5,5,5,1,5
2012,3513108,5,1,5,1,4
2020,5212709,5,5,5,2,5
2011,2202729,5,3,5,0,4
2022,2513158,5,5,5,0,5
2019,3305604,5,4,5,2,5
2022,4314605,5,5,5,1,5
2022,4318101,5,5,5,1,5
2022,3146206,5,5,5,2,3
2022,2112274,5,4,5,1,4
2019,4321956,5,5,5,1,5
2021,4126207,5,5,5,3,5
2008,2206670,5,0,5,0,5
2009,4100301,5,0,5,0,4
2017,4202453,5,5,5,1,5
2023,2410603,5,5,5,0,5
2023,2930402,5,4,5,0,5
2023,2106102,5,4,5,1,4
2023,2920809,5,5,5,1,5
2023,3200409,5,5,5,2,5
2023,2928307,5,5,5,1,4
2014,3143450,5,4,5,1,4
2014,4126306,5,5,5,3,5
2008,4202107,5,0,5,0,5
2019,1101708,5,2,5,0,4
2010,2202026,5,0,5,0,5
2015,2202174,5,3,5,0,4
2015,2611309,5,4,5,1,4
2013,2907004,5,5,5,3,5
2017,3520301,5,4,5,1,5
2018,2204808,5,5,5,0,5
2021,2904209,5,5,5,1,5
2021,2922854,5,4,5,0,5
2012,3155405,5,2,5,0,2
2012,3120508,5,0,5,0,4
2021,2603306,5,5,5,3,5
2022,3510302,5,3,5,2,2
2021,3538204,5,5,5,1,5
2011,5008008,5,1,5,1,3
2022,2208551,5,5,5,1,5
2022,2205557,5,3,5,1,4
2022,2209500,6,5,5,1,5
2010,5105309,5,0,5,0,5
2012,2933257,5,5,5,0,5
2020,4101606,5,5,5,2,4
2016,2905404,5,3,5,0,5
2011,2205524,5,3,5,1,5
2013,1718907,5,2,5,1,5
2009,2102077,5,0,5,0,5
2022,2515906,5,5,5,1,5
2022,4311106,5,5,5,1,5
2009,2211357,5,0,5,0,5
2018,3137601,5,4,5,1,5
2018,3171204,5,5,5,2,3
2021,3141108,5,5,5,3,4
2008,2208601,5,0,5,0,5
2009,3165701,5,0,5,0,5
2013,2414803,5,3,5,1,5
2023,5108006,5,5,5,0,5
2023,3170909,5,4,5,3,5
2014,2708956,5,5,5,1,5
2014,2924900,5,5,5,0,4
2014,4128534,5,5,5,3,5
2013,5205059,5,5,5,1,5
2022,5008008,5,5,5,0,5
2018,1101104,5,4,5,3,3
2013,2913804,5,5,5,1,2
2018,2209104,5,5,5,0,5
2015,2106631,5,5,5,3,5
2010,2910750,5,0,5,0,3
2008,2703007,7,0,5,0,4
2008,2706422,5,0,5,0,4
2015,3163904,5,4,5,0,5
2017,4126504,5,3,5,1,4
2021,2902252,5,5,5,0,5
2021,2902054,5,2,5,1,2
2011,2910776,5,0,5,0,5
2022,3524204,5,3,5,0,3
2011,3144508,5,0,5,0,5
2017,2411403,5,5,5,3,5
2017,2207207,5,5,5,3,5
2019,2902054,5,5,5,2,5
2017,1506351,5,3,5,1,3
2010,1505601,5,0,5,0,5
2011,2502607,5,5,5,1,5
2017,2311504,5,5,5,0,5
2021,4306767,5,5,5,1,3
2018,4105607,5,5,5,3,5
2019,3152402,5,5,5,2,5
2010,3127073,5,0,5,0,5
2020,4109757,5,5,5,0,5
2008,4313656,5,0,5,0,5
2011,1200179,5,2,5,0,3
2009,2202174,5,0,5,0,5
2010,2414209,5,0,5,0,5
2018,1717503,5,4,5,0,5
2018,3157609,5,5,5,2,2
2011,3525201,5,0,5,0,5
2021,2208106,5,5,5,0,5
2021,4100905,5,4,5,2,4
2009,4302709,5,0,5,0,5
2021,3137536,5,5,5,0,4
2015,1705607,5,5,5,2,5
2008,2503605,5,0,5,0,5
2008,3113800,5,0,5,0,5
2018,2905156,5,4,5,2,4
2013,2407104,5,1,5,1,3
2008,2928059,5,0,5,0,5
2020,3161007,5,4,5,1,5
2009,3507100,5,0,5,0,3
2009,1720101,6,0,5,0,5
2023,3156809,5,4,5,1,3
2023,3556503,5,4,5,1,1
2023,1505635,5,2,5,1,5
2014,2203453,5,4,5,1,3
2014,3128204,5,5,5,0,5
2014,3507803,5,0,5,0,4
2014,4203303,5,4,5,1,5
2009,2804003,5,0,5,0,4
2010,2707800,5,1,5,0,5
2020,4312500,5,5,5,0,4
2018,2409803,5,5,5,3,5
2016,4126207,5,5,5,0,5
2017,3501707,5,5,5,2,5
2011,2110856,5,0,5,0,5
2015,4313003,5,5,5,1,5
2011,2414456,5,0,5,0,5
2011,2401503,5,0,5,0,5
2012,2402808,5,0,5,0,5
2021,5209200,5,5,5,1,4
2018,2305357,5,4,5,1,4
2019,2210102,5,5,5,1,5
2018,3510708,5,5,5,0,5
2016,5215231,5,4,5,1,4
2020,1701309,5,5,5,0,5
2019,2903706,5,4,5,2,4
2022,2600807,5,4,5,2,4
2013,2505402,5,3,5,1,5
2016,1506906,5,4,5,1,4
2010,5108907,5,0,5,0,5
2017,2912608,5,5,5,2,5
2015,5100409,5,5,5,2,5
2016,3509254,5,5,5,4,4
2019,3111309,5,5,5,2,5
2015,2916609,5,3,5,2,3
2020,2304905,5,3,5,1,3
2010,2802700,5,0,5,0,5
2018,1712702,5,5,5,3,4
2018,3155504,5,5,5,1,4
2011,3547908,5,0,5,0,5
2022,2111953,5,4,5,0,3
2019,4310504,5,5,5,1,5
2021,4121208,5,4,5,2,4
2021,4112900,5,4,5,0,5
2008,2202251,5,0,5,0,5
2023,2109502,5,5,5,1,4
2023,2302008,5,5,5,3,5
2023,4127502,5,5,5,3,4
2023,4126306,5,4,5,2,4
2023,4208302,5,5,5,0,5
2023,5001508,5,5,5,2,5
2023,2606705,5,5,5,2,5
2023,1506609,5,3,5,0,5
2014,2700201,5,1,5,1,3
2014,2606101,5,5,5,1,4
2014,2909208,6,2,5,0,5
2014,3112703,5,0,5,0,5
2014,1506906,5,2,5,0,5
2014,3520301,5,5,5,0,5
2014,4201604,5,4,5,0,5
2018,5107800,5,5,5,1,5
2016,4209706,5,3,5,0,5
2011,4100103,5,0,5,0,5
2021,1503408,5,5,5,2,5
2019,2304350,5,5,5,1,5
2010,2203271,5,0,5,0,5
2010,2612000,5,0,5,0,5
2016,4104253,5,4,5,2,3
2017,3556503,5,5,5,3,4
2011,4301909,5,1,5,0,5
2018,2200301,5,5,5,2,5
2015,1707702,5,2,5,1,5
2010,2907004,5,0,5,0,5
2017,3125903,5,5,5,1,2
2021,5215009,5,5,5,1,4
2021,5222203,5,5,5,1,5
2020,1504976,5,5,5,0,5
2020,3553955,5,5,5,3,5
2020,3527603,5,3,5,2,2
2021,3510302,5,5,5,1,2
2021,3523305,5,4,5,2,4
2021,3548005,5,4,5,4,4
2008,4123824,5,0,5,0,5
2021,1600055,5,5,5,1,5
2022,2615706,5,4,5,2,5
2013,2508208,5,1,5,0,5
2022,1707405,5,5,5,2,5
2010,3506904,5,0,5,0,4
2015,5106828,5,5,5,1,5
2012,2926509,5,5,5,1,5
2021,4302451,5,5,5,1,5
2021,4301404,5,5,5,1,4
2015,3514809,5,4,5,0,5
2020,5200100,5,5,5,3,5
2016,2402402,5,5,5,0,5
2016,1711902,5,3,5,2,4
2016,1707108,5,5,5,2,5
2015,2902252,5,4,5,2,3
2020,2928059,5,5,5,0,3
2022,1504109,5,5,5,0,4
2011,3550001,5,0,5,0,4
2009,4304358,5,0,5,0,5
2009,4208450,5,0,5,0,5
2021,5000252,5,5,5,2,5
2022,2313708,5,5,5,2,5
2008,2201176,5,0,5,0,5
2009,5102694,5,0,5,0,5
2009,5105309,6,0,5,0,5
2008,3506904,5,0,5,0,4
2023,3517604,5,5,5,2,5
2023,3171204,5,5,5,1,4
2014,3505401,5,5,5,1,5
2014,3523305,5,5,5,0,4
2020,2804607,5,4,5,0,4
2011,2806008,5,1,5,0,2
2015,2706505,5,4,5,0,4
2012,2500601,5,1,5,0,5
2010,2205003,6,0,5,0,5
2018,1100700,5,5,5,1,4
2018,2401206,5,4,5,1,3
2022,4127007,5,4,5,1,4
2017,3130101,5,5,5,1,3
2017,3149101,5,3,5,2,5
2021,2921401,5,4,5,1,4
2021,5215231,5,5,5,3,3
2009,2706000,5,0,5,0,5
2018,3523305,5,5,5,1,5
2020,3301405,5,3,5,1,4
2021,3550902,5,5,5,2,5
2021,3551405,5,5,5,5,5
2012,2613404,5,0,5,0,5
2022,2612901,5,5,5,2,4
2016,1507466,5,2,5,1,2
2015,2512002,5,4,5,0,4
2010,3161304,5,0,5,0,5
2010,3155405,5,0,5,0,5
2020,4110102,5,5,5,3,5
2016,2922805,5,5,5,2,4
2016,2922250,5,5,5,1,4
2011,2701902,5,2,5,1,4
2016,1717800,5,5,5,1,5
2015,2918605,5,1,5,0,5
2015,4103057,5,5,5,1,5
2022,5222203,5,5,5,1,5
2019,4208807,5,4,5,1,3
2021,4123824,5,5,5,1,5
2009,4213401,5,0,5,0,5
2009,4202107,5,0,5,0,4
2008,2205953,5,0,5,0,4
2018,2924207,5,5,5,1,4
2009,4113452,5,0,5,0,5
2008,1713601,5,0,5,0,4
2016,3163904,5,1,5,1,5
2023,3532405,5,5,5,5,5
2023,3537107,5,4,5,1,3
2014,5203203,5,5,5,0,4
2014,2800407,5,4,5,0,3
2014,2503555,5,0,5,0,4
2013,3202702,5,5,5,2,5
2013,1700707,5,4,5,1,4
2011,1703909,5,3,5,2,5
2011,1700707,5,0,5,0,5
2013,2106631,5,5,5,2,5
2021,2102754,5,3,5,1,4
2021,3301603,5,0,5,0,0
2013,3511003,5,0,5,0,5
2013,3543006,5,5,5,1,4
2019,2107001,5,5,5,2,5
2013,4314506,5,2,5,0,5
2010,4208450,5,0,5,0,5
2015,3119104,5,5,5,0,4
2021,2301505,5,5,5,1,5
2019,3506706,5,5,5,2,5
2020,3539806,5,5,5,1,3
2011,3141009,5,0,5,0,5
2020,2702900,5,5,5,1,5
2018,4322004,5,5,5,3,3
2017,2106326,5,3,5,0,4
2017,2106359,5,4,5,4,4
2022,2203453,5,5,5,0,5
2011,2509008,5,0,5,0,5
2012,3550001,5,0,5,0,5
2015,5106778,5,5,5,1,5
2021,4211751,5,5,5,2,4
2013,2202251,5,5,5,0,4
2016,3540903,5,5,5,3,5
2019,3170008,5,3,5,1,4
2010,3160454,5,0,5,0,5
2010,3109105,5,0,5,0,4
2020,4111902,5,4,5,0,5
2019,2516102,5,5,5,0,4
2019,5200050,5,5,5,3,5
2009,2202539,5,0,5,0,5
2018,1703073,5,5,5,0,5
2022,2105922,5,5,5,2,4
2019,4317608,5,5,5,1,4
2021,2206704,5,5,5,1,5
2009,1100700,5,0,5,0,5
2022,2908804,5,5,5,3,3
2008,2506202,6,0,5,0,5
2009,3164506,5,0,5,0,2
2009,3122108,5,0,5,0,5
2008,2923506,16,0,5,0,5
2023,3106606,5,5,5,1,4
2023,2609204,5,5,5,2,5
2023,4117701,5,5,5,2,4
2023,2910750,5,4,5,0,4
2014,1720804,5,5,5,2,5
2014,1717503,5,0,5,0,5
2018,5107792,5,5,5,0,0
2010,2206696,5,0,5,0,5
2015,2611200,5,5,5,0,5
2015,2606101,5,4,5,1,4
2016,4107751,5,4,5,1,5
2022,3204203,5,5,5,0,5
2016,1600055,5,4,5,2,5
2013,4215406,5,5,5,5,5
2018,2206720,5,5,5,1,4
2018,2208106,5,4,5,0,5
2018,2203354,5,5,5,1,5
2010,2901353,5,0,5,0,5
2015,3125903,5,0,5,0,4
2017,3155504,5,5,5,1,5
2011,2407609,5,0,5,0,5
2020,3514809,5,4,5,0,4
2018,2508307,5,5,5,2,4
2008,4126207,5,0,5,0,5
2018,4207908,5,5,5,1,5
2015,5106703,5,5,5,0,5
2017,2903706,5,2,5,1,3
2017,2310605,5,5,5,3,5
2013,4125704,5,3,5,2,4
2013,4124806,5,5,5,2,5
2020,2609204,5,5,5,2,5
2018,5209200,5,4,5,1,3
2008,2408409,7,0,5,0,5
2011,2208551,5,5,5,3,5
2009,2911402,5,0,5,0,5
2009,5220504,5,0,5,0,5
2022,2805901,5,4,5,2,5
2022,4314209,5,5,5,2,4
2009,2505238,5,0,5,0,5
2018,3171030,5,4,5,1,5
2022,3113909,5,5,5,2,5
2021,3100609,5,5,5,3,5
2009,3156502,6,0,5,0,5
2018,2926657,5,5,5,0,5
2023,3106507,5,5,5,1,5
2023,2301851,5,5,5,2,5
2023,2923308,5,5,5,1,5
2023,2611903,5,5,5,3,5
2023,2605905,5,4,5,2,3
2014,2313708,5,3,5,1,4
2014,3118205,5,2,5,1,5
2014,4218251,5,4,5,1,5
2014,4202503,5,0,5,0,5
2013,2706109,5,0,5,0,5
2012,2801405,5,5,5,3,4
2018,2805901,5,3,5,1,4
2010,1720101,5,0,5,0,5
2016,2804904,5,5,5,0,3
2013,3502606,5,0,5,0,5
2013,3507100,5,0,5,0,4
2013,3504909,5,4,5,1,5
2019,2302008,5,5,5,2,5
2020,4211058,5,5,5,1,2
2015,2201051,5,5,5,0,4
2022,4126207,5,5,5,1,5
2019,2111672,5,3,5,1,2
2017,3545001,5,5,5,1,5
2013,4321105,5,2,5,1,4
2015,4313656,5,5,5,2,5
2017,3302270,5,4,5,2,5
2015,3129103,5,5,5,1,4
2021,2924207,5,5,5,2,5
2019,3550803,5,5,5,0,5
2017,2405306,5,1,5,0,4
2017,2202083,5,5,5,0,4
2017,1719004,5,0,5,0,5
2021,1706100,5,5,5,0,4
2010,3506607,5,0,5,0,5
2021,4321436,5,5,5,2,3
2019,3165206,5,5,5,2,5
2019,3102209,5,5,5,2,4
2013,1703073,5,1,5,1,5
2020,2931707,5,4,5,3,4
2022,4212205,5,5,5,2,5
2022,4304358,5,5,5,0,4
2022,4318507,5,5,5,1,5
2009,2508703,5,0,5,0,5
2022,3150802,5,5,5,2,4
2022,2414001,5,5,5,0,4
2021,4127601,5,3,5,0,4
2021,4107603,5,5,5,1,5
2009,4305173,5,0,5,0,4
2008,2200459,6,0,5,0,4
2008,3170008,5,0,5,0,5
2009,3162575,5,0,5,0,5
2018,2931707,5,5,5,1,4
2008,2902252,6,0,5,0,3
2016,3126208,5,5,5,1,5
2023,5205513,5,5,5,1,5
2023,1701903,5,5,5,2,5
2014,2106631,5,5,5,1,5
2014,2208551,5,5,5,1,5
2014,1717800,5,1,5,1,4
2013,2106326,6,3,5,0,4
2013,5108907,5,0,5,0,4
2010,2704104,5,0,5,0,5
2016,2205565,5,4,5,2,4
2012,4101606,5,4,5,1,5
2010,2602506,5,0,5,0,5
2016,4127601,5,4,5,0,4
2013,2900355,5,0,5,0,5
2013,2928307,5,5,5,4,5
2022,3205101,5,5,5,2,4
2015,4209706,5,2,5,1,5
2017,3108404,5,5,5,1,5
2016,5221700,5,5,5,3,5
